dhcp_fingerprint_id,device_id,satori_name,device_type,device_vendor,dhcp_option55
14837,99,Enterasys HiPath Wireless Access Point 2610/2620/2650/2660,Wireless Access Point,"Enterasys Networks, Inc.","1,28,3,6,15,12"
11878,99,Enterasys HiPath Wireless Access Point 2630/2640,Wireless Access Point,"Enterasys Networks, Inc.","1,28,3"
11878,99,Enterasys HiPath Wireless Access Point 2630/2640,Wireless Access Point,"Enterasys Networks, Inc.","1,28,3"
555,99,Enterasys HiPath Wireless Access Point 3610/3620,Wireless Access Point,"Enterasys Networks, Inc.","1,3,6,12,15,28,40,41,42"
555,99,Enterasys HiPath Wireless Access Point 3610/3620,Wireless Access Point,"Enterasys Networks, Inc.","1,3,6,12,15,28,40,41,42"
56629,99,Enterasys HiPath Wireless C20N Controller,Wireless Controller,"Enterasys Networks, Inc.",78
11352,99,Enterasys Matrix N-Series DFE-G/P/D,Switch,"Enterasys Networks, Inc.","1,15,3,44,46,47,6"
1103,99,Enterasys RBT-1002-EU Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-1002-EU Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-1602 Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-1602 Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-1602C Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-1602C Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-4102C-EU Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
1103,99,Enterasys RBT-4102C-EU Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,15,3,6,43"
289,99,Enterasys RBT-4102-EU Wireless Access Point,Wireless Access Point,"Enterasys Networks, Inc.","1,3,6,15"
292,99,Enterasys RBT-8200 Wireless Controller,Wireless Controller,"Enterasys Networks, Inc.","1,3,15,6"
412,99,Enterasys SecureStack A2,Switch,"Enterasys Networks, Inc.","3,1"
412,99,Enterasys SecureStack B2/B3/C2/C3,Switch,"Enterasys Networks, Inc.","3,1"
43521,164,Epson Printer,Printer,Seiko Epson Corp.,"1,3,6,12,15,28,42,40"
375,164,Epson Printer,Printer,Seiko Epson Corp.,"1,3,6,12,15,28,51,54,58,59"
375,164,Epson Printer,Printer,Seiko Epson Corp.,"1,3,6,12,15,28,51,54,58,59"
425,164,Epson Printer,Printer,Seiko Epson Corp.,"1,3,6,12,15,17,28,40,41,42"
425,164,Epson Printer,Printer,Seiko Epson Corp.,"1,3,6,12,15,17,28,40,41,42"
425,164,Epson Workforce 845,Printer,Seiko Epson Corp.,"1,3,6,12,15,17,28,40,41,42"
11658,240,Etherboot/gPXE,,,"1,3,6,43"
54926,240,Etherboot/gPXE,,,"1,3,12,43"
11658,240,Etherboot/gPXE,,,"1,3,6,43"
2719,21574,Extron MLC 226 IP,Media Link Controller,Extron,"1,3,58,59"
489,,Eye-Fi Wireless Memory Card,Miscellaneous,"EyeFi, Inc.","1,3,28,6"
489,,Eye-Fi Wireless Memory Card,Miscellaneous,"EyeFi, Inc.","1,3,28,6"
1163,120,Fedora 13 based distro,,,"1,28,2,3,15,6,12,40,41,42,26"
1163,120,Fedora 13 based distro,,,"1,28,2,3,15,6,12,40,41,42,26"
283,120,Fedora 14 based distro,,,"1,28,2,121,15,6,12,40,41,42,26,119,3"
283,120,Fedora 14 based distro,,,"1,28,2,121,15,6,12,40,41,42,26,119,3"
287,120,Fedora 15-16 based distro,,,"1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,252,42"
287,120,Fedora 15-16 based distro,,,"1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,252,42"
266,120,Fedora 3-8 based distro,,,"1,28,2,3,15,6,12,40,41,42"
266,120,Fedora 3-8 based distro,,,"1,28,2,3,15,6,12,40,41,42"
266,120,Fedora 9-12 based distro,,,"1,28,2,3,15,6,12,40,41,42"
266,120,Fedora 9-12 based distro,,,"1,28,2,3,15,6,12,40,41,42"
291,19930,Fluke OneTouch Series II 10/100,Network Diagnostics,Fluke Electronics,"1,3,6"
291,19930,Fluke OneTouch Series II 10/100,Network Diagnostics,Fluke Electronics,"1,3,6"
291,19930,Fluke OptiView Series III,Network Diagnostics,Fluke Electronics,"1,3,6"
291,19930,Fluke OptiView Series III,Network Diagnostics,Fluke Electronics,"1,3,6"
276,,FluorChem,,,"1,28,2,3,15,6,119,12,44,47,26,121,42"
1968,33740,FortiGate 30D,Firewall,Fortinet,"1,2,3,6,12,15,28,40,42"
48598,33740,FortiGate 60F,Firewall,Fortinet,"1,2,3,6,12,15,28,40,42,240,241"
246,230,FreeBSD 6.0-6.2,,,"1,28,2,3,15,6,12"
246,230,FreeBSD 6.0-6.2,,,"1,28,2,3,15,6,12"
424,230,FreeBSD 6.3-6.4,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 6.3-6.4,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.0,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.0,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.1 based distro,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.1 based distro,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.2,,,"1,28,2,121,3,15,6,12"
424,230,FreeBSD 7.2,,,"1,28,2,121,3,15,6,12"
424,,FreeNAS 0.7,,,"1,28,2,121,3,15,6,12"
44651,137,GameCube,Game Console,"Nintendo Co., Ltd.","3,6,26,28,58,59"
30841,89,Gemtek Wireless Router,Wireless Router,"Gemtek Technology Co., Ltd.","1,28,2,3,15,6,12,4,7,23,26,43,50,51,54,55,60,61,72"
385,118,Generic Printer,Printer,,"1,3,6,7,12,15,18,23,26,44,46,51,54,58,59,78,79,81"
272,121,Gentoo 2004.3,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
272,121,Gentoo 2004.3,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
272,121,Gentoo 2005.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
272,121,Gentoo 2005.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
273,121,Gentoo 2006.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,121,Gentoo 2006.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,121,Gentoo 2006.1,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,121,Gentoo 2006.1,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,121,Gentoo 2007.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,121,Gentoo 2007.0,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
641,121,Gentoo 2008.0 R1,,,6
6929,71,Grandstream GXP1405,VoIP Phone,Grandstream,"1,3,6,12,15,28,43,125"
6929,71,Grandstream GXP1405,VoIP Phone,Grandstream,"1,3,6,12,15,28,43,125"
49786,78790,Haiku,,,"1,3,6,28,15"
49786,78790,Haiku,,,"1,3,6,28,15"
273,3410,Hakin9 Live 2.8,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
273,3410,Hakin9 Live 2.8,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
419,20566,HELLA Aglaia People Sensor,Sensor,Hella Aglaia,"1,3,6,12,15,28,42"
1126,16882,Hewlett-Packard iLO Agent,Miscellaneous,Hewlett-Packard,"1,3,6,15,28,33,43,44,58,59"
59358,16882,Hewlett-Packard iLO Agent,Miscellaneous,Hewlett-Packard,202
59668,16882,Hewlett-Packard iLO Agent,Miscellaneous,Hewlett-Packard,203
289,16882,Hewlett-Packard iLO Agent (Not Configured),Miscellaneous,Hewlett-Packard,"1,3,6,15"
2028,16882,Hewlett-Packard JetDirect (5205FE),Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,42,43,18,66,67,150,7"
322,16882,Hewlett-Packard JetDirect (CB472A),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,43,119"
2028,16882,Hewlett-Packard JetDirect (CF287A),Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,42,43,18,66,67,150,7"
2028,16882,Hewlett-Packard JetDirect (CF287A),Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,42,43,18,66,67,150,7"
329,16882,Hewlett-Packard JetDirect (J311xA/J32xxx),Printer,Hewlett-Packard,"1,3,7,44,51,54,58,59,12,15,144,18"
329,16882,Hewlett-Packard JetDirect (J311xA/J32xxx),Printer,Hewlett-Packard,"1,3,7,44,51,54,58,59,12,15,144,18"
11816,16882,Hewlett-Packard JetDirect (J4169A/J6035D/J6038A/J6057A/J7934x/J7949E/J7957A-7959A),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,18,144"
319,16882,Hewlett-Packard JetDirect (J4169A/J6035D/J6038A/J6057A/J7934x/J7949E/J7957A-7959A),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,144"
319,16882,Hewlett-Packard JetDirect (J6035A),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,144"
319,16882,Hewlett-Packard JetDirect (J7973E),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,144"
319,16882,Hewlett-Packard JetDirect (J7973E),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,144"
323,16882,Hewlett-Packard JetDirect (J8017E),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,43,119,154"
321,16882,Hewlett-Packard JetDirect (Q7545A),Printer,Hewlett-Packard,"1,3,44,6,7,12,15,22,54,58,59,69,18,43"
522,16882,Hewlett-Packard LaserJet P2015 Printer Series,Printer,Hewlett-Packard,"6,3,1,15,66,67,13,44"
37694,16882,Hewlett-Packard Printer,Printer,Hewlett-Packard,"54,44,6,7,12,15,22,69,18,119,252"
42460,16882,Hewlett-Packard Printer MFP,Printer,Hewlett-Packard,"54,44,6,7,12,15,22,69,18,119"
550,16882,Hewlett-Packard Printer MFP M425dn,Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,43,18,66,67,150,7"
550,16882,Hewlett-Packard Printer MFP M425dn,Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,43,18,66,67,150,7"
1712,16882,Hewlett-Packard Procurve,Switch,Hewlett-Packard,"1,3,4,23,67"
1439,16882,Hewlett-Packard ProCurve AP,Wireless Access Point,Hewlett-Packard,"1,28,2,3,15,6,12,43"
1439,16882,Hewlett-Packard ProCurve AP,Wireless Access Point,Hewlett-Packard,"1,28,2,3,15,6,12,43"
418,185,Hotway LanDrive,NAS,Hotway,"1,3,6,15,28"
302,,HP iPAQ,PDA,Hewlett-Packard,"1,3,6,15,44,46,47"
85894,112449,HP Jetdirect,Printer,HP,"1,3,44,6,7,12,15,54,58,59,69,119,81"
85894,112449,HP Jetdirect,Printer,HP,"1,3,44,6,7,12,15,54,58,59,69,119,81"
2028,16421,HP LaserJet,Printer,Hewlett-Packard,"6,3,1,15,12,44,81,69,42,43,18,66,67,150,7"
335,16421,HP LaserJet,Printer,Hewlett-Packard,"6,3,1,15,44,12"
56055,,iDRAC,,Dell,"1,3,15,6,43"
32951,,iDRAC,,Dell,43
2288,265,iPad 12.1,Multimedia Device,"Apple, Inc.","1,121,3,6,15,119,252"
2288,265,iPad 13.5,Multimedia Device,"Apple, Inc.","1,121,3,6,15,119,252"
2288,265,iPad 13.5,Multimedia Device,"Apple, Inc.","1,121,3,6,15,119,252"
428,264,iPhone/iPod touch/iPad,Multimedia Device,"Apple, Inc.","1,3,6,15,119,252"
428,264,iPhone/iPod touch/iPad,Multimedia Device,"Apple, Inc.","1,3,6,15,119,252"
555,9419,Kindle 1G,eBook Reader,Amazon,"1,3,6,12,15,28,40,41,42"
555,9419,Kindle 1G,eBook Reader,Amazon,"1,3,6,12,15,28,40,41,42"
419,9419,Kindle Firmware 5.10.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
419,9419,Kindle Firmware 5.10.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
419,9419,Kindle Firmware 5.12.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
419,9419,Kindle Firmware 5.12.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
419,9419,Kindle Firmware 5.3.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
419,9419,Kindle Firmware 5.3.x,eBook Reader,Amazon,"1,3,6,12,15,28,42"
927,122,Knoppix,,,"1,3,6,15,51,44"
1209,122,Knoppix 3.6-3.7 based distro,,,"1,3,6,15,28,12,7,9,42,48,49"
1209,122,Knoppix 3.6-3.7 based distro,,,"1,3,6,15,28,12,7,9,42,48,49"
1209,122,Knoppix 3.8-4.02 based distro,,,"1,3,6,15,28,12,7,9,42,48,49"
1209,122,Knoppix 3.8-4.02 based distro,,,"1,3,6,15,28,12,7,9,42,48,49"
7521,122,Knoppix 5.0.1-5.3 based distro,,,"1,3,6,15,28,12,7,9,42,48,49,26"
7521,122,Knoppix 5.0.1-5.3 based distro,,,"1,3,6,15,28,12,7,9,42,48,49,26"
275,122,Knoppix 6.0 based distro,,,"1,28,2,3,15,6,119,12,44,47,26,121"
275,122,Knoppix 6.0 based distro,,,"1,28,2,3,15,6,119,12,44,47,26,121"
1324,163,Kyocera FS-1028MFP,Scanner,Kyocera Mita Corp.,"1,3,15,6,44"
1324,163,Kyocera FS-1028MFP,Scanner,Kyocera Mita Corp.,"1,3,15,6,44"
370,163,Kyocera KM-XXXX,Scanner,Kyocera Mita Corp.,"1,3,12,23,6,15,44,47"
370,163,Kyocera KM-XXXX,Scanner,Kyocera Mita Corp.,"1,3,12,23,6,15,44,47"
60448,163,Kyocera Printer,Printer,Kyocera Mita Corp.,"1,3,12,6,15,23,44,47"
370,163,Kyocera Printer,Printer,Kyocera Mita Corp.,"1,3,12,23,6,15,44,47"
1716,165,Lexmark MFP Printer,Printer,"Lexmark International, Inc.","1,3,42,4,6,7,12,15,26,44,51,54,58,59,190"
8740,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,6,12,15,28,42,40,38,23,37,44,39,19,26"
60471,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,4,42,6,7,12,15,26,44,51,54,58,59,190"
54116,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,7,12,26,44,51,54,58,59,190"
60456,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,7,12,26,44,51,54,58,59"
1716,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,42,4,6,7,12,15,26,44,51,54,58,59,190"
11392,165,Lexmark Printer,Printer,"Lexmark International, Inc.","1,3,42,4,6,7,12,26,44,51,54,58,59,190"
248,228,LifeSize Room,Video Conferencing,"LifeSize Communications, Inc.","1,28,2,3,15,6,12,42"
1041,228,LifeSize Room,Video Conferencing,"LifeSize Communications, Inc.","1,28,2,3,15,6,12,42,157"
1664,44,Linksys PAP2/PAP2T,VoIP Phone,Linksys,"1,3,42,6,7,15,58,59,66"
1664,44,Linksys PAP2/PAP2T,VoIP Phone,Linksys,"1,3,42,6,7,15,58,59,66"
166,44,Linksys Router,Router,Linksys,"1,3,6,12,15,28"
171,44,Linksys Router,Router,Linksys,"1,3,6,15,28,54"
164,44,Linksys Router,Router,Linksys,"1,28,2,3,15,6,12,4,7,23,26,43,50,51,54,55,60,61"
60434,44,Linksys Router,Router,Linksys,"1,28,2,3,15,6,12,4,7,23,26,43,50,51,54,55,60,72"
51255,44,Linksys Router,Router,Linksys,"1,3,6,12,15,44,46,47"
1149,44,Linksys Router,Router,Linksys,"1,15,3,6,44,46,47"
60469,44,Linksys Router,Router,Linksys,"1,15,3,6,44,46,47,1,3,6,15,44,46,47"
26777,44,Linksys Router,Router,Linksys,"1,15,3,6,44,46,47,66,1,3,6,15,44,46,47"
168,44,Linksys Router,Router,Linksys,"1,3,6,12,15,28,44"
60444,44,Linksys Router,Router,Linksys,"15,3,6,44,46,47"
173,44,Linksys Router,Router,Linksys,"6,3,1"
43521,5,Linux 2.0.x,,,"1,3,6,12,15,28,42,40"
43521,5,Linux 2.0.x,,,"1,3,6,12,15,28,42,40"
272,5,Linux 2.2.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
3296,5,Linux 2.2.x,,,"1,3,6,12,15,23,28,29,31,33,40,41,42"
43521,5,Linux 2.2.x,,,"1,3,6,12,15,28,42,40"
272,5,Linux 2.2.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
3296,5,Linux 2.2.x,,,"1,3,6,12,15,23,28,29,31,33,40,41,42"
43521,5,Linux 2.2.x,,,"1,3,6,12,15,28,42,40"
272,5,Linux 2.4.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
42589,5,Linux 2.4.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,9,7,200,44"
3296,5,Linux 2.4.x,,,"1,3,6,12,15,23,28,29,31,33,40,41,42"
43521,5,Linux 2.4.x,,,"1,3,6,12,15,28,42,40"
272,5,Linux 2.4.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
42589,5,Linux 2.4.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,9,7,200,44"
3296,5,Linux 2.4.x,,,"1,3,6,12,15,23,28,29,31,33,40,41,42"
272,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
42589,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,9,7,200,44"
273,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
272,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42"
42589,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,9,7,200,44"
273,5,Linux 2.6.x,,,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119"
282,5,Linux Mint Debian,,,"1,28,2,3,15,6,119,12,44,47,26,121,42,121,249,252,42"
282,5,Linux Mint Debian,,,"1,28,2,3,15,6,119,12,44,47,26,121,42,121,249,252,42"
8589,,Mac OS 9.x,,,"1,3,6,15,33,42,44,45,46,47,69,70,71,74,78,79"
8589,,Mac OS 9.x,,,"1,3,6,15,33,42,44,45,46,47,69,70,71,74,78,79"
27264,,Mac OS X,,,"1,3,6,15,112,113,78,79,95,252,44,47"
56274,,Mac OS X,,,"3,6,15,112,113,78,79,95,252,44,47"
56273,,Mac OS X,,,"1,3,6,15,119,112,113,78,79,95,252"
56272,,Mac OS X,,,"1,3,6,15,112,113,78,79,95,44,47"
56271,,Mac OS X,,,"3,6,15,112,113,78,79,95,44,47"
45,,Mac OS X,,,"1,3,6,15,112,113,78,79,95,252"
45,,Mac OS X,,,"1,3,6,15,112,113,78,79,95,252"
56269,,Mac OS X,,,"3,6,15,112,113,78,79,95,252"
50,,Mac OS X,,,"1,3,6,15,119,95,252,44,46,47"
50,,Mac OS X,,,"1,3,6,15,119,95,252,44,46,47"
50,,Mac OS X,,,"1,3,6,15,119,95,252,44,46,47"
8592,,Mac OS X,,,"1,3,6,15,112,113,78,79,95"
8592,,Mac OS X,,,"1,3,6,15,112,113,78,79,95"
55122,,Mac OS X,,,"1,3,12,6,15,112,113,78,79"
56270,,Mac OS X,,,"3,6,15,112,113,78,79,95"
24649,,Mac OS X,,,"1,3,6,15,112,113,78,79"
42590,,Mac OS X,,,"60,43"
37891,,Mac OS X,,,"43,60"
60,,Mac OS X,,,"1,3,6,15,119,95,252,44,46"
60,,Mac OS X,,,"1,3,6,15,119,95,252,44,46"
9721,,Mag 522,IPTV,,"1,3,6,12,15,28,42,43"
284,5587,Mandriva 2011,,,"1,121,33,3,6,12,15,26,28,51,54,58,59,119"
1023,45,Mediatrix VoIP Adapter,VoIP Gateway,Mediatrix Telecom,"1,3,6,12,15,42,43"
555,112,Meraki Indoor,Wireless Access Point,Meraki,"1,3,6,12,15,28,40,41,42"
6321,62,Mitel IP Phone,VoIP Phone,Mitel Corp.,"1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,224,138,125,43"
6321,62,Mitel IP Phone,VoIP Phone,Mitel Corp.,"1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,224,138,125,43"
59324,62,Mitel IP Phone,VoIP Phone,Mitel Corp.,"1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,138,125,43"
59324,62,Mitel IP Phone,VoIP Phone,Mitel Corp.,"1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,138,125,43"
1607,261,Moneris HiSpeed 3100IP,Miscellaneous,Moneris Solutions,"1,3,6,15,70,69"
302,38505,Morse Watchman Keywatch,Key Lock Box,Morse Watchman,"1,3,6,15,44,46,47"
302,38505,Morse Watchman Keywatch,Key Lock Box,Morse Watchman,"1,3,6,15,44,46,47"
60474,92,Motorola NIM100,DVR,"Motorola, Inc.","1,3,6,15,23,51,54"
47005,92,Motorola Router,Router,"Motorola, Inc.","1,28,1,3,6,4"
60472,254,Neoware Capio Thin Client (Windows CE),Thin Client,"Neoware Systems, Inc.","1,3,6,15,44,46,47,137,215,224,226"
60472,254,Neoware Capio Thin Client (Windows CE),Thin Client,"Neoware Systems, Inc.","1,3,6,15,44,46,47,137,215,224,226"
59668,254,Neoware Capio Thin Client (Windows CE),Thin Client,"Neoware Systems, Inc.",203
60464,254,Neoware Capio Thin Client (Windows CE),Thin Client,"Neoware Systems, Inc.","1,3,6,15,44,46,47,137,215"
42731,254,Neoware e100 Thin Client (NeoLinux),Thin Client,"Neoware Systems, Inc.","1,3,6,15,28,12,7,9,42,48,49,137,211,212,213,214,219"
42731,254,Neoware e100 Thin Client (NeoLinux),Thin Client,"Neoware Systems, Inc.","1,3,6,15,28,12,7,9,42,48,49,137,211,212,213,214,219"
53056,220,NetBotz WallBotz 400C,Miscellaneous,Netbotz,"1,3,6,15,12,69,70,88,42"
11322,220,NetBotz WallBotz 420E,Miscellaneous,Netbotz,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119,43"
11322,220,NetBotz WallBotz 500,Miscellaneous,Netbotz,"1,3,6,12,15,17,23,28,29,31,33,40,41,42,119,43"
9,84,NETGEAR FVS114,Router,NETGEAR,"1,15,3,6,44,46,47,31,33,43"
289,84,NETGEAR FVS114,Router,NETGEAR,"1,3,6,15"
11486,84,NETGEAR Router,Router,NETGEAR,"3,6,15"
4196,84,NETGEAR Router,Router,NETGEAR,"3,1,6,15,12"
4196,84,NETGEAR WGR614v6,Router,NETGEAR,"3,1,6,15,12"
4196,84,NETGEAR WGR614v6,Router,NETGEAR,"3,1,6,15,12"
1626,84,NETGEAR WGT624v4,Wireless Access Point,NETGEAR,"1,3,6,12,15,28,33,44,121"
1626,84,NETGEAR WNDR3000,Wireless Access Point,NETGEAR,"1,3,6,12,15,28,33,44,121"
1626,84,NETGEAR WNDR3000,Wireless Access Point,NETGEAR,"1,3,6,12,15,28,33,44,121"
289,84,NETGEAR WNR854T,Wireless Access Point,NETGEAR,"1,3,6,15"
289,84,NETGEAR WNR854T,Wireless Access Point,NETGEAR,"1,3,6,15"
291,137,Nintendo DS,Game Console,"Nintendo Co., Ltd.","1,3,6"
291,137,Nintendo DS,Game Console,"Nintendo Co., Ltd.","1,3,6"
426,137,Nintendo Switch,Game Console,Nintendo,"1,3,6,28"
426,137,Nintendo Switch,Game Console,Nintendo,"1,3,6,28"
12042,78766,NodeMCU - ESP8266,,,"1,3,28,6,15,44,46,47,31,33,121,43"
12042,78766,NodeMCU - ESP8266,,,"1,3,28,6,15,44,46,47,31,33,121,43"
426,191,Nokia 6086 UMA,Smartphone,Nokia,"1,3,6,28"
426,191,Nokia 6086 UMA,Smartphone,Nokia,"1,3,6,28"
433,191,Nokia E-Series,Phone,Nokia,"12,6,15,1,3,28,120"
433,191,Nokia E-Series,Phone,Nokia,"12,6,15,1,3,28,120"
166,191,Nokia Internet Tablet,PDA,Nokia,"1,3,6,12,15,28"
166,191,Nokia Internet Tablet,PDA,Nokia,"1,3,6,12,15,28"
425,191,Nokia Internet Tablet,PDA,Nokia,"1,3,6,12,15,17,28,40,41,42"
425,191,Nokia Internet Tablet,PDA,Nokia,"1,3,6,12,15,17,28,40,41,42"
42976,67,Nortel IP Phone,VoIP Phone,Nortel Networks,"1,28,1,3"
11878,67,Nortel IP Phone,VoIP Phone,Nortel Networks,"1,28,3"
22314,67,Nortel IP Phone,VoIP Phone,Nortel Networks,"51,58,59,1,3,43,128,144,157,191,251"
56316,67,Nortel IP Phone,VoIP Phone,Nortel Networks,"1,28,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59"
13146,67,Nortel IP Phone,VoIP Phone,Nortel Networks,"1,28,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59,66"
42454,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.","78,79,85"
510,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.","85,86,87"
42757,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.",100
57336,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.",85
60467,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.","85,86"
44326,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.","78,79"
42782,119,Novell NetWare Client,Miscellaneous,"Novell, Inc.","79,78"
32951,26790,Nutanix,Key Lock Box,Morse Watchman,43
72744,26790,Nutanix,Key Lock Box,Morse Watchman,"43,1,3,6,15"
1011,20488,Onion Omega2 (0.1.10),,,"1,3,6,12,15,28,42,121"
419,20488,Onion Omega2 (0.1.10),,,"1,3,6,12,15,28,42"
1011,20488,Onion Omega2 (0.1.10),,,"1,3,6,12,15,28,42,121"
1011,20488,Onion Omega2 (0.2.1),,,"1,3,6,12,15,28,42,121"
419,20488,Onion Omega2 (0.2.1),,,"1,3,6,12,15,28,42"
1011,20488,Onion Omega2 (0.2.1),,,"1,3,6,12,15,28,42,121"
6181,229,OpenBSD 3.8,,,"1,28,3,15,6,12"
6181,229,OpenBSD 3.8,,,"1,28,3,15,6,12"
6181,229,OpenBSD 4.x,,,"1,28,3,15,6,12"
6181,229,OpenBSD 4.x,,,"1,28,3,15,6,12"
27576,229,OpenBSD 6.7,,,"1,28,2,121,3,15,119,6,12,67,66"
27576,229,OpenBSD 6.7,,,"1,28,2,121,3,15,119,6,12,67,66"
4211,250,OpenSolaris 2008.11 - 2010.02,,,"1,3,6,12,15,28,43"
4211,250,OpenSolaris 2008.11 - 2010.02,,,"1,3,6,12,15,28,43"
893,,openSUSE 12.1,,,"1,28,3,121,26,12,15,119,6,40,41,87,85,86,44,45,46,47,42,121,249,252,42"
893,,openSUSE 12.1,,,"1,28,3,121,26,12,15,119,6,40,41,87,85,86,44,45,46,47,42,121,249,252,42"
419,76371,OpenWRT Chaos Calmer 15.x,,,"1,3,6,12,15,28,42"
419,76371,OpenWRT Chaos Calmer 15.x,,,"1,3,6,12,15,28,42"
496,,OS/2 Warp,,,"1,3,6,15,28,33"
246,,PC-BSD 1.2-1.3,,,"1,28,2,3,15,6,12"
246,,PC-BSD 1.2-1.3,,,"1,28,2,3,15,6,12"
246,,PC-BSD 1.4,,,"1,28,2,3,15,6,12"
246,,PC-BSD 1.4,,,"1,28,2,3,15,6,12"
424,,PC-BSD 1.5,,,"1,28,2,121,3,15,6,12"
