id,value,created_at,updated_at
1268,"190,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-26 06:11:14,2023-08-26 06:11:14
1269,"74,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-27 23:21:09,2023-08-27 23:21:09
1270,"94,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-28 02:27:12,2023-08-28 02:27:12
1271,"46,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-28 20:16:39,2023-08-28 20:16:39
1272,"11,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-29 05:04:06,2023-08-29 05:04:06
1273,"72,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-30 05:56:43,2023-08-30 05:56:43
1274,"188,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-30 06:26:03,2023-08-30 06:26:03
1275,"36,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-30 10:23:29,2023-08-30 10:23:29
1276,"200,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-30 22:15:49,2023-08-30 22:15:49
1277,"30,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-08-31 07:01:53,2023-08-31 07:01:53
1278,"0,7,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-01 01:27:39,2023-09-01 01:27:39
1279,"183,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-01 09:31:04,2023-09-01 09:31:04
1280,"0,133,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-01 11:17:40,2023-09-01 11:17:40
1281,"0,175,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-01 14:27:28,2023-09-01 14:27:28
1282,"9,1,4",2023-09-01 17:15:37,2023-09-01 17:15:37
1283,"0,110,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-01 21:59:23,2023-09-01 21:59:23
1284,"179,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-02 07:00:17,2023-09-02 07:00:17
1285,"0,55,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-02 09:15:21,2023-09-02 09:15:21
1286,"83,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-02 12:35:06,2023-09-02 12:35:06
1287,"138,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-03 03:29:44,2023-09-03 03:29:44
1288,"77,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-05 12:18:47,2023-09-05 12:18:47
1289,"99,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-06 21:56:29,2023-09-06 21:56:29
1290,"189,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-07 21:13:21,2023-09-07 21:13:21
1291,"194,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-08 01:33:39,2023-09-08 01:33:39
1292,"62,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-08 05:15:30,2023-09-08 05:15:30
1293,"147,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-10 02:17:06,2023-09-10 02:17:06
1294,"40,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-10 19:04:07,2023-09-10 19:04:07
1295,"69,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-12 01:31:01,2023-09-12 01:31:01
1296,"14,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-12 02:21:15,2023-09-12 02:21:15
1297,"154,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-12 10:22:38,2023-09-12 10:22:38
1298,"119,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-13 00:44:45,2023-09-13 00:44:45
1299,"181,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-13 05:48:09,2023-09-13 05:48:09
1300,"166,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-13 23:52:50,2023-09-13 23:52:50
1301,"75,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-14 02:16:08,2023-09-14 02:16:08
1302,"175,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-14 17:47:57,2023-09-14 17:47:57
1303,"56,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-15 19:57:22,2023-09-15 19:57:22
1304,"44,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-15 20:59:55,2023-09-15 20:59:55
1305,"177,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-16 03:44:23,2023-09-16 03:44:23
1306,"28,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-16 19:21:59,2023-09-16 19:21:59
1307,"168,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-17 03:54:25,2023-09-17 03:54:25
1308,"0,57,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-17 20:24:18,2023-09-17 20:24:18
1309,"76,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-19 13:14:47,2023-09-19 13:14:47
1310,"171,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-19 21:09:09,2023-09-19 21:09:09
1311,"120,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-21 05:27:38,2023-09-21 05:27:38
1312,"126,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-21 07:26:24,2023-09-21 07:26:24
1313,"23,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-21 13:29:52,2023-09-21 13:29:52
1314,"21,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-21 22:30:27,2023-09-21 22:30:27
1315,"192,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-22 11:39:35,2023-09-22 11:39:35
1316,"0,35,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-22 20:44:30,2023-09-22 20:44:30
1317,"145,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-23 01:33:12,2023-09-23 01:33:12
1318,"116,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-23 22:17:11,2023-09-23 22:17:11
1319,"173,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-26 23:45:33,2023-09-26 23:45:33
1320,"102,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-27 21:29:38,2023-09-27 21:29:38
1321,"110,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-09-30 18:10:14,2023-09-30 18:10:14
1322,"161,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-01 07:32:29,2023-10-01 07:32:29
1323,"198,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-03 11:54:57,2023-10-03 11:54:57
1324,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-03 21:37:47,2023-10-03 21:37:47
1325,"1,0,23,10,11,16,5,13,18,51,45,43,27,21",2023-10-03 21:56:18,2023-10-03 21:56:18
1326,"13,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-04 07:32:25,2023-10-04 07:32:25
1327,"107,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-04 08:07:57,2023-10-04 08:07:57
1328,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-04 20:58:49,2023-10-04 20:58:49
1329,"1,12,11,16,5,13,18,51,45,43,27,21",2023-10-04 21:40:45,2023-10-04 21:40:45
1330,"144,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-05 13:49:36,2023-10-05 13:49:36
1331,"1,10,11,16,5,13,18,51,45,43,27,21",2023-10-05 17:39:39,2023-10-05 17:39:39
1332,"0,27,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-05 20:46:43,2023-10-05 20:46:43
1333,"0,153,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-05 22:42:46,2023-10-05 22:42:46
1334,"4,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-06 02:22:48,2023-10-06 02:22:48
1335,"106,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-06 02:25:37,2023-10-06 02:25:37
1336,"109,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-06 08:03:34,2023-10-06 08:03:34
1337,"0,120,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-07 09:18:02,2023-10-07 09:18:02
1338,"111,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-07 21:51:41,2023-10-07 21:51:41
1339,"172,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-08 19:40:32,2023-10-08 19:40:32
1340,"0,135,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-09 02:08:43,2023-10-09 02:08:43
1341,"136,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-10 03:55:03,2023-10-10 03:55:03
1342,"146,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-10 08:58:02,2023-10-10 08:58:02
1343,"121,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-12 16:54:22,2023-10-12 16:54:22
1344,"162,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-12 21:17:34,2023-10-12 21:17:34
1345,"48,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-12 23:25:08,2023-10-12 23:25:08
1346,"87,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-13 12:12:44,2023-10-13 12:12:44
1347,"0,132,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-13 14:23:39,2023-10-13 14:23:39
1348,"0,79,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-13 22:53:39,2023-10-13 22:53:39
1349,"0,158,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-14 06:08:03,2023-10-14 06:08:03
1350,"0,112,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-16 03:07:26,2023-10-16 03:07:26
1351,"0,180,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-16 05:02:32,2023-10-16 05:02:32
1352,"143,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-17 13:18:08,2023-10-17 13:18:08
1353,"133,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-18 03:42:24,2023-10-18 03:42:24
1354,"0,101,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-18 19:56:59,2023-10-18 19:56:59
1355,"6,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 05:20:39,2023-10-19 05:20:39
1356,"0,185,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 09:07:59,2023-10-19 09:07:59
1357,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 10:22:52,2023-10-19 10:22:52
1358,"12,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 13:44:02,2023-10-19 13:44:02
1359,"169,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 20:45:50,2023-10-19 20:45:50
1360,"34,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-19 22:21:26,2023-10-19 22:21:26
1361,"150,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-22 13:43:41,2023-10-22 13:43:41
1362,"79,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-22 18:26:37,2023-10-22 18:26:37
1363,"0,3,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-22 23:17:29,2023-10-22 23:17:29
1364,"142,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-23 16:49:13,2023-10-23 16:49:13
1365,"0,130,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-24 16:25:41,2023-10-24 16:25:41
1366,"180,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-25 13:57:41,2023-10-25 13:57:41
1367,"68,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-26 00:33:54,2023-10-26 00:33:54
1368,"65,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-26 04:13:34,2023-10-26 04:13:34
1369,"7,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-26 07:08:04,2023-10-26 07:08:04
1370,"130,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-26 21:13:40,2023-10-26 21:13:40
1371,"54,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-28 20:27:48,2023-10-28 20:27:48
1372,"0,108,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-29 11:16:08,2023-10-29 11:16:08
1373,"134,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-29 11:16:40,2023-10-29 11:16:40
1374,"45,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-29 20:13:58,2023-10-29 20:13:58
1375,"61,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-30 12:15:31,2023-10-30 12:15:31
1376,"186,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-30 13:38:17,2023-10-30 13:38:17
1377,"108,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-31 08:27:20,2023-10-31 08:27:20
1378,"123,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-10-31 18:57:55,2023-10-31 18:57:55
1379,"0,84,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-01 04:52:38,2023-11-01 04:52:38
1380,"93,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-01 08:02:32,2023-11-01 08:02:32
1381,"60,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-01 09:48:36,2023-11-01 09:48:36
1382,"58,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-02 07:50:59,2023-11-02 07:50:59
1383,"0,187,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-02 14:13:03,2023-11-02 14:13:03
1384,"15,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-02 19:43:05,2023-11-02 19:43:05
1385,"0,96,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-02 23:54:40,2023-11-02 23:54:40
1386,"0,173,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-03 09:54:56,2023-11-03 09:54:56
1387,"140,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-04 02:03:35,2023-11-04 02:03:35
1388,"170,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-04 03:48:10,2023-11-04 03:48:10
1389,"0,74,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-04 10:50:45,2023-11-04 10:50:45
1390,"178,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-05 10:02:26,2023-11-05 10:02:26
1391,"0,26,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-08 03:40:05,2023-11-08 03:40:05
1392,"2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-08 05:11:45,2023-11-08 05:11:45
1393,"0,93,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-08 06:22:38,2023-11-08 06:22:38
1394,"0,66,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-08 09:13:11,2023-11-08 09:13:11
1395,"0,39,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-09 01:50:13,2023-11-09 01:50:13
1396,"0,13,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-09 16:56:41,2023-11-09 16:56:41
1397,"152,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-10 02:51:38,2023-11-10 02:51:38
1398,"0,67,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-10 09:14:09,2023-11-10 09:14:09
1399,"0,161,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-10 10:46:28,2023-11-10 10:46:28
1400,"0,166,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-11 17:24:43,2023-11-11 17:24:43
1401,"0,121,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-13 19:24:41,2023-11-13 19:24:41
1402,"129,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-14 12:28:21,2023-11-14 12:28:21
1403,"0,107,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-14 12:48:51,2023-11-14 12:48:51
1404,"137,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-14 21:36:08,2023-11-14 21:36:08
1405,"0,124,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-15 08:27:24,2023-11-15 08:27:24
1406,"2,1,82,23,24,3",2023-11-15 13:10:40,2023-11-15 13:10:40
1407,"0,128,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-17 02:54:12,2023-11-17 02:54:12
1408,"0,115,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-24 17:59:15,2023-11-24 17:59:15
1409,"0,54,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-26 15:33:38,2023-11-26 15:33:38
1410,"84,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-11-27 11:55:09,2023-11-27 11:55:09
1411,"184,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-03 04:45:06,2023-12-03 04:45:06
1412,"0,149,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-04 23:35:55,2023-12-04 23:35:55
1413,"0,176,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-05 08:38:48,2023-12-05 08:38:48
1414,"0,43,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-06 08:39:09,2023-12-06 08:39:09
1415,"0,147,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-11 06:18:05,2023-12-11 06:18:05
1416,"31,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-11 08:39:12,2023-12-11 08:39:12
1417,"0,83,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-12 02:56:49,2023-12-12 02:56:49
1418,"0,95,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-12 07:42:00,2023-12-12 07:42:00
1419,"0,12,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-15 18:23:51,2023-12-15 18:23:51
1420,"0,92,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-15 21:54:33,2023-12-15 21:54:33
1421,"131,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-16 03:21:07,2023-12-16 03:21:07
1422,"163,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-16 09:03:08,2023-12-16 09:03:08
1423,"0,41,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-18 04:34:04,2023-12-18 04:34:04
1424,"157,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-18 08:14:57,2023-12-18 08:14:57
1425,"29,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-24 08:01:56,2023-12-24 08:01:56
1426,"115,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-26 06:44:37,2023-12-26 06:44:37
1427,"112,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-12-26 13:52:46,2023-12-26 13:52:46
1428,"174,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-01 18:57:17,2024-01-01 18:57:17
1429,"16,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-02 09:38:06,2024-01-02 09:38:06
1430,"38,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-04 06:16:09,2024-01-04 06:16:09
1431,"70,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-05 04:20:09,2024-01-05 04:20:09
1432,"125,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-05 11:13:10,2024-01-05 11:13:10
1433,"139,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-05 13:21:24,2024-01-05 13:21:24
1434,"0,14",2024-01-06 18:40:55,2024-01-06 18:40:55
1435,"185,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-07 08:24:40,2024-01-07 08:24:40
1436,"0,125,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-07 13:22:05,2024-01-07 13:22:05
1437,"191,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-09 10:36:19,2024-01-09 10:36:19
1438,"0,44,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-10 00:59:05,2024-01-10 00:59:05
1439,"0,56,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-10 01:01:03,2024-01-10 01:01:03
1440,"0,157,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-10 16:27:13,2024-01-10 16:27:13
1441,"132,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-12 05:04:52,2024-01-12 05:04:52
1442,"0,100,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-12 07:38:09,2024-01-12 07:38:09
1443,"149,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-12 10:04:22,2024-01-12 10:04:22
1444,"0,159,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-12 10:41:29,2024-01-12 10:41:29
1445,"95,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-12 12:53:03,2024-01-12 12:53:03
1446,"0,73,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-13 03:28:54,2024-01-13 03:28:54
1447,"0,40,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-13 05:59:32,2024-01-13 05:59:32
1448,"82,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-14 07:32:50,2024-01-14 07:32:50
1449,"0,146,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-14 08:25:45,2024-01-14 08:25:45
1450,"0,70,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-15 07:44:02,2024-01-15 07:44:02
1451,"0,160,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-15 09:24:39,2024-01-15 09:24:39
1452,"182,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-15 20:53:33,2024-01-15 20:53:33
1453,"148,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-16 01:57:33,2024-01-16 01:57:33
1454,"187,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-17 11:15:15,2024-01-17 11:15:15
1455,"0,145,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-17 12:54:16,2024-01-17 12:54:16
1456,"0,78,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-17 23:52:02,2024-01-17 23:52:02
1457,"55,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-18 21:17:40,2024-01-18 21:17:40
1458,"66,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-19 22:31:12,2024-01-19 22:31:12
1459,"0,48,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-21 12:17:20,2024-01-21 12:17:20
1460,"0,116,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-23 01:52:51,2024-01-23 01:52:51
1461,"0,155,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-23 21:43:49,2024-01-23 21:43:49
1462,"57,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-25 07:04:22,2024-01-25 07:04:22
1463,"0,16,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-26 01:29:52,2024-01-26 01:29:52
1464,"0,14,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-26 23:09:03,2024-01-26 23:09:03
1465,"0,71,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-27 19:17:22,2024-01-27 19:17:22
1466,"196,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-28 15:30:52,2024-01-28 15:30:52
1467,"0,198,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-29 04:57:35,2024-01-29 04:57:35
1468,"86,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-29 23:25:10,2024-01-29 23:25:10
1469,"0,10,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-01-30 07:20:54,2024-01-30 07:20:54
1470,"0,156,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-02 00:29:25,2024-02-02 00:29:25
1471,"101,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-02 21:03:06,2024-02-02 21:03:06
1472,"39,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-03 01:20:45,2024-02-03 01:20:45
1473,"0,90,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-05 01:44:26,2024-02-05 01:44:26
1474,"0,32,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-06 03:48:10,2024-02-06 03:48:10
1475,"0,129,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-06 14:47:46,2024-02-06 14:47:46
1476,"158,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-07 20:49:56,2024-02-07 20:49:56
1477,"0,34,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-09 18:20:40,2024-02-09 18:20:40
1478,"197,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-11 00:08:25,2024-02-11 00:08:25
1479,"0,141,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-12 09:35:30,2024-02-12 09:35:30
1480,"0,114,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-13 19:00:29,2024-02-13 19:00:29
1481,"0,38,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-13 19:06:34,2024-02-13 19:06:34
1482,"124,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-14 04:31:32,2024-02-14 04:31:32
1483,"91,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-14 07:19:10,2024-02-14 07:19:10
1484,"98,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-15 02:35:53,2024-02-15 02:35:53
1485,"0,189,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-15 03:12:34,2024-02-15 03:12:34
1486,"0,126,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-15 05:50:31,2024-02-15 05:50:31
1487,"8,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-15 21:38:26,2024-02-15 21:38:26
1488,"63,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-16 06:03:37,2024-02-16 06:03:37
1489,"0,58,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-17 01:57:15,2024-02-17 01:57:15
1490,"159,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-17 05:10:30,2024-02-17 05:10:30
1491,"160,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-17 07:21:26,2024-02-17 07:21:26
1492,"103,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-18 18:39:13,2024-02-18 18:39:13
1493,"0,59,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-20 15:40:06,2024-02-20 15:40:06
1494,"90,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-20 17:01:24,2024-02-20 17:01:24
1495,"32,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-21 00:43:46,2024-02-21 00:43:46
1496,"0,165,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-23 01:12:56,2024-02-23 01:12:56
1497,"0,144,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-23 01:34:20,2024-02-23 01:34:20
1498,"41,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-24 07:22:54,2024-02-24 07:22:54
1499,"0,113,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-02-26 13:19:13,2024-02-26 13:19:13
